dem,w10,d10,t2m,aod_sat,tp,PM2_5
0.1138121546961326,0.024825969891495964,0.4820164831347892,0.6228191852924638,0.49974478780777737,0.424012839538845,47.69552993774414
0.020994475138121547,0.15778507829794886,0.15394050501110862,0.6263863898134258,0.7354508564940567,0.20805685833166968,56.335655212402344
0.007955801104972376,0.16863283831461343,0.7217777000486771,0.8772271292922623,0.37307845761368724,0.6128380693053207,28.485876083374023
0.0072928176795580115,0.43294742518198637,0.9515303001905316,0.7708189859119852,0.6007653515044863,0.6270417889547529,29.79859161376953
0.039779005524861875,0.263206587752332,0.1712672183480527,0.13232143875104205,0.2961304927802373,0.18983007329268578,30.711864471435547
0.6066298342541436,0.11534420410224741,0.5667060552642694,0.10583340145258141,0.14544140482904822,0.6205098155826739,15.216480255126953
0.03469613259668508,0.1144837142237541,0.7309995399349474,0.809446680939405,0.3717263127928353,0.5766759312455069,22.719274520874023
0.04154696132596685,0.2194641391980736,0.2004917147632732,0.5846795465427123,0.7120813062047789,0.19919111655000846,56.757022857666016
0.20508287292817678,0.15266606273151714,0.1362419080417932,0.8096117413350155,0.20170456581968157,0.9014968732097061,38.136104583740234
0.09149171270718232,0.12382661607594811,0.5638275297551966,0.5883429373373752,0.5397028167175142,0.29985251022892223,69.81285095214844
0.011270718232044199,0.6659665233840948,0.9062182322059004,0.8048914890145016,0.3653420633201024,0.5803576341585728,24.610334396362305
0.011933701657458563,0.1406572559337225,0.14912937920751995,0.4957844298851868,0.5128658388454714,0.21935224078357138,22.647308349609375
0.017679558011049725,0.13920785851548437,0.5162516322264483,0.5283405148208362,0.534422221529781,0.2505912790068135,31.77478790283203
0.03580110497237569,0.3633857747942241,0.8811513678532712,0.8002056737549424,0.5276344169918695,0.7267224646124448,37.93016815185547
0.02121546961325967,0.13194726073130272,0.9118392310829587,0.8576478789122292,0.4984693559865441,0.8803364750335035,40.90250778198242
0.33679558011049726,0.10775129427367895,0.7056219538801843,0.5227462736429895,0.5889188385443407,0.5075204978058672,31.519498825073242
0.0075138121546961326,0.33532177003732927,0.8397096140830618,0.7189460847504746,0.7411899421921323,0.6225454753107885,48.60393142700195
0.4205524861878453,0.40349675095827714,0.004673627032387677,0.6556448292914483,0.21894824793552467,0.7445415829946745,30.863510131835938
0.010607734806629835,0.28947477279216444,0.9387571853901183,0.7900918651980077,0.5527204914023239,0.556566977476366,44.83333206176758
0.004419889502762431,0.20357968757106062,0.005629674400522679,0.5361339779603412,0.8064640355538989,0.2499526893996438,46.71831130981445
0.4183425414364641,0.5298721861917274,0.5420479414490551,0.5940927390319483,0.2656324428603726,0.6114134254319888,35.229576110839844
0.043535911602209945,0.3203869187400132,0.0673372964986997,0.17918552877093574,0.3943307886964013,0.3177699287493789,31.672752380371094
0.004419889502762431,0.27283340074274287,0.836628622957917,0.7220929196308171,0.6279754375735095,0.7745436754032867,43.603065490722656
0.3966850828729282,0.1443328688192723,0.02213137469919744,0.3167877119518612,0.3033249506947683,0.22173919127322939,24.23455047607422
0.009944751381215469,0.30001176788644895,0.6236792261013885,0.6222301928016526,0.7766757372856519,0.20520663122761323,52.05196762084961
0.022541436464088398,0.3362217346957719,0.513672540250598,0.541196225920681,0.6966044063966588,0.2548598924188017,50.945072174072266
0.0022099447513812156,0.35496505394630373,0.7288812683583691,0.6649855852041934,0.6070593924479588,0.4844582622008711,35.28041458129883
0.011049723756906077,0.3413912342453479,0.861839432682526,0.7423145993203843,0.5434863316501645,0.7379329002527474,34.08831787109375
0.013480662983425415,0.25855142912736734,0.5046039393791333,0.3524680695555035,0.4917693766614,0.2691785605097887,30.669971466064453
0.008176795580110497,0.32821054112560616,0.6813972887764688,0.629298102691388,0.7441040828510456,0.44496224359300807,55.20448303222656
0.0033149171270718232,0.32862138799963414,0.7324337315008187,0.6762429416817961,0.5665243030323525,0.4846009867179438,43.175636291503906
0.06740331491712707,0.18357719070509781,0.8432058910013069,0.7835630734349422,0.8871984646741591,0.3385949618847563,31.643259048461914
0.06011049723756906,0.4069510015689681,0.29179988830651743,0.21530763074268655,0.22382850553534486,0.17226543405394862,14.300871849060059
0.010828729281767955,0.17213934493773006,0.9100961850308636,0.8697269749133025,0.4192756516046451,0.631552496444303,29.19382095336914
0.012154696132596685,0.26550547527155605,0.978956816212847,0.7600983725913315,0.7042315554204954,0.6491705056345943,42.269775390625
0.011712707182320443,0.24745469899666736,0.7783502681996255,0.7187845868094457,0.729641224627788,0.6263719259722343,36.90972137451172
0.015911602209944753,0.32032474690416185,0.8244138057146287,0.747011101943688,0.5220086579930364,0.6349144131976094,34.66526794433594
0.03248618784530387,0.3425047472835734,0.10106478035102355,0.15524227152854078,0.36259499314734905,0.19145404880473615,33.178470611572266
